ID	DeviceSerial	Vin	MessageType	ReportType	MsgNum	TripState	ReceivedTimestamp	Latitude	Longitude	MessageXML	ProcessedTimestamp	IsProcessed	CollectionTimestamp	ManufacturerSerial
919824049	1088214034		GPS	NoMoveTimeout	24903	N/A	44:32.3	49.15594482	-123.0171432	"<GPSData ReportType=""NoMoveTimeout"" DeviceSerial=""1088214034"" MsgNum=""24903"" TripState=""N/A"" VIN="""" Latitude=""49.15594"" Longitude=""-123.0171""><GPS><ATModeVibrationsState>NormalMode</ATModeVibrationsState><Course>356.1</Course><GPSMessageNumber /><Speed>0</Speed><CollectionTimestamp>2018-12-22T16:44:40</CollectionTimestamp><TotalDistance>38550.875080772</TotalDistance><A2D>-1</A2D><GpsType>ShortNewFormat</GpsType></GPS></GPSData>"	NULL	0	44:40.0	816829
919760176	1088214034		GPS	NoMoveTimeout	24901	N/A	44:32.2	49.15600586	-123.017189	"<GPSData ReportType=""NoMoveTimeout"" DeviceSerial=""1088214034"" MsgNum=""24901"" TripState=""N/A"" VIN="""" Latitude=""49.15601"" Longitude=""-123.0172""><GPS><ATModeVibrationsState>NormalMode</ATModeVibrationsState><Course>356.1</Course><GPSMessageNumber /><Speed>0</Speed><CollectionTimestamp>2018-12-22T14:44:40</CollectionTimestamp><TotalDistance>38550.875080772</TotalDistance><A2D>-1</A2D><GpsType>ShortNewFormat</GpsType></GPS></GPSData>"	NULL	0	44:40.0	816829
919857497	1088214034		GPS	NoMoveTimeout	24904	N/A	44:32.0	49.15597153	-123.0171432	"<GPSData ReportType=""NoMoveTimeout"" DeviceSerial=""1088214034"" MsgNum=""24904"" TripState=""N/A"" VIN="""" Latitude=""49.15597"" Longitude=""-123.0171""><GPS><ATModeVibrationsState>NormalMode</ATModeVibrationsState><Course>356.1</Course><GPSMessageNumber /><Speed>0</Speed><CollectionTimestamp>2018-12-22T17:44:40</CollectionTimestamp><TotalDistance>38550.875080772</TotalDistance><A2D>-1</A2D><GpsType>ShortNewFormat</GpsType></GPS></GPSData>"	NULL	0	44:40.0	816829
919727923	1088214034		GPS	NoMoveTimeout	24900	N/A	44:32.3	49.15597534	-123.017189	"<GPSData ReportType=""NoMoveTimeout"" DeviceSerial=""1088214034"" MsgNum=""24900"" TripState=""N/A"" VIN="""" Latitude=""49.15598"" Longitude=""-123.0172""><GPS><ATModeVibrationsState>NormalMode</ATModeVibrationsState><Course>356.1</Course><GPSMessageNumber /><Speed>0</Speed><CollectionTimestamp>2018-12-22T13:44:40</CollectionTimestamp><TotalDistance>38550.875080772</TotalDistance><A2D>-1</A2D><GpsType>ShortNewFormat</GpsType></GPS></GPSData>"	NULL	0	44:40.0	816829
919791620	1088214034		GPS	NoMoveTimeout	24902	N/A	44:32.1	49.15600967	-123.0171585	"<GPSData ReportType=""NoMoveTimeout"" DeviceSerial=""1088214034"" MsgNum=""24902"" TripState=""N/A"" VIN="""" Latitude=""49.15601"" Longitude=""-123.0172""><GPS><ATModeVibrationsState>NormalMode</ATModeVibrationsState><Course>356.1</Course><GPSMessageNumber /><Speed>0</Speed><CollectionTimestamp>2018-12-22T15:44:40</CollectionTimestamp><TotalDistance>38550.875080772</TotalDistance><A2D>-1</A2D><GpsType>ShortNewFormat</GpsType></GPS></GPSData>"	NULL	0	44:40.0	816829
919972326	1088214034		GPS	NoMoveTimeout	24908	N/A	44:31.8	49.15600967	-123.0171432	"<GPSData ReportType=""NoMoveTimeout"" DeviceSerial=""1088214034"" MsgNum=""24908"" TripState=""N/A"" VIN="""" Latitude=""49.15601"" Longitude=""-123.0171""><GPS><ATModeVibrationsState>NormalMode</ATModeVibrationsState><Course>356.1</Course><GPSMessageNumber /><Speed>0</Speed><CollectionTimestamp>2018-12-22T21:44:40</CollectionTimestamp><TotalDistance>38550.875080772</TotalDistance><A2D>-1</A2D><GpsType>ShortNewFormat</GpsType></GPS></GPSData>"	NULL	0	44:40.0	816829
919919113	1088214034		GPS	NoMoveTimeout	24906	N/A	44:31.9	49.1559639	-123.017189	"<GPSData ReportType=""NoMoveTimeout"" DeviceSerial=""1088214034"" MsgNum=""24906"" TripState=""N/A"" VIN="""" Latitude=""49.15596"" Longitude=""-123.0172""><GPS><ATModeVibrationsState>NormalMode</ATModeVibrationsState><Course>356.1</Course><GPSMessageNumber /><Speed>0</Speed><CollectionTimestamp>2018-12-22T19:44:40</CollectionTimestamp><TotalDistance>38550.875080772</TotalDistance><A2D>-1</A2D><GpsType>ShortNewFormat</GpsType></GPS></GPSData>"	NULL	0	44:40.0	816829
919947711	1088214034		GPS	NoMoveTimeout	24907	N/A	44:31.9	49.15596008	-123.0171204	"<GPSData ReportType=""NoMoveTimeout"" DeviceSerial=""1088214034"" MsgNum=""24907"" TripState=""N/A"" VIN="""" Latitude=""49.15596"" Longitude=""-123.0171""><GPS><ATModeVibrationsState>NormalMode</ATModeVibrationsState><Course>356.1</Course><GPSMessageNumber /><Speed>0</Speed><CollectionTimestamp>2018-12-22T20:44:40</CollectionTimestamp><TotalDistance>38550.875080772</TotalDistance><A2D>-1</A2D><GpsType>ShortNewFormat</GpsType></GPS></GPSData>"	NULL	0	44:40.0	816829
919889344	1088214034		GPS	NoMoveTimeout	24905	N/A	44:32.0	49.15597153	-123.0171585	"<GPSData ReportType=""NoMoveTimeout"" DeviceSerial=""1088214034"" MsgNum=""24905"" TripState=""N/A"" VIN="""" Latitude=""49.15597"" Longitude=""-123.0172""><GPS><ATModeVibrationsState>NormalMode</ATModeVibrationsState><Course>356.1</Course><GPSMessageNumber /><Speed>0</Speed><CollectionTimestamp>2018-12-22T18:44:40</CollectionTimestamp><TotalDistance>38550.875080772</TotalDistance><A2D>-1</A2D><GpsType>ShortNewFormat</GpsType></GPS></GPSData>"	NULL	0	44:40.0	816829
919996975	1088214034		GPS	NoMoveTimeout	24909	N/A	44:31.1	49.15594482	-123.0171967	"<GPSData ReportType=""NoMoveTimeout"" DeviceSerial=""1088214034"" MsgNum=""24909"" TripState=""N/A"" VIN="""" Latitude=""49.15594"" Longitude=""-123.0172""><GPS><ATModeVibrationsState>NormalMode</ATModeVibrationsState><Course>356.1</Course><GPSMessageNumber /><Speed>0</Speed><CollectionTimestamp>2018-12-22T22:44:40</CollectionTimestamp><TotalDistance>38550.875080772</TotalDistance><A2D>-1</A2D><GpsType>ShortNewFormat</GpsType></GPS></GPSData>"	NULL	0	44:40.0	816829
920018134	1088214034		GPS	NoMoveTimeout	24910	N/A	44:31.8	49.15599823	-123.0172119	"<GPSData ReportType=""NoMoveTimeout"" DeviceSerial=""1088214034"" MsgNum=""24910"" TripState=""N/A"" VIN="""" Latitude=""49.156"" Longitude=""-123.0172""><GPS><ATModeVibrationsState>NormalMode</ATModeVibrationsState><Course>356.1</Course><GPSMessageNumber /><Speed>0</Speed><CollectionTimestamp>2018-12-22T23:44:40</CollectionTimestamp><TotalDistance>38550.875080772</TotalDistance><A2D>-1</A2D><GpsType>ShortNewFormat</GpsType></GPS></GPSData>"	NULL	0	44:40.0	816829
920055739	1088214034		GPS	NoMoveTimeout	24912	N/A	44:31.5	49.15595245	-123.0171738	"<GPSData ReportType=""NoMoveTimeout"" DeviceSerial=""1088214034"" MsgNum=""24912"" TripState=""N/A"" VIN="""" Latitude=""49.15595"" Longitude=""-123.0172""><GPS><ATModeVibrationsState>NormalMode</ATModeVibrationsState><Course>356.1</Course><GPSMessageNumber /><Speed>0</Speed><CollectionTimestamp>2018-12-23T01:44:40</CollectionTimestamp><TotalDistance>38550.875080772</TotalDistance><A2D>-1</A2D><GpsType>ShortNewFormat</GpsType></GPS></GPSData>"	NULL	0	44:40.0	816829
920073125	1088214034		GPS	NoMoveTimeout	24913	N/A	44:31.4	49.15598297	-123.017189	"<GPSData ReportType=""NoMoveTimeout"" DeviceSerial=""1088214034"" MsgNum=""24913"" TripState=""N/A"" VIN="""" Latitude=""49.15598"" Longitude=""-123.0172""><GPS><ATModeVibrationsState>NormalMode</ATModeVibrationsState><Course>356.1</Course><GPSMessageNumber /><Speed>0</Speed><CollectionTimestamp>2018-12-23T02:44:40</CollectionTimestamp><TotalDistance>38550.875080772</TotalDistance><A2D>-1</A2D><GpsType>ShortNewFormat</GpsType></GPS></GPSData>"	NULL	0	44:40.0	816829
920037691	1088214034		GPS	NoMoveTimeout	24911	N/A	44:31.8	49.15597916	-123.0171051	"<GPSData ReportType=""NoMoveTimeout"" DeviceSerial=""1088214034"" MsgNum=""24911"" TripState=""N/A"" VIN="""" Latitude=""49.15598"" Longitude=""-123.0171""><GPS><ATModeVibrationsState>NormalMode</ATModeVibrationsState><Course>356.1</Course><GPSMessageNumber /><Speed>0</Speed><CollectionTimestamp>2018-12-23T00:44:40</CollectionTimestamp><TotalDistance>38550.875080772</TotalDistance><A2D>-1</A2D><GpsType>ShortNewFormat</GpsType></GPS></GPSData>"	NULL	0	44:40.0	816829
920088377	1088214034		GPS	NoMoveTimeout	24914	N/A	44:31.4	49.15593338	-123.0171356	"<GPSData ReportType=""NoMoveTimeout"" DeviceSerial=""1088214034"" MsgNum=""24914"" TripState=""N/A"" VIN="""" Latitude=""49.15593"" Longitude=""-123.0171""><GPS><ATModeVibrationsState>NormalMode</ATModeVibrationsState><Course>356.1</Course><GPSMessageNumber /><Speed>0</Speed><CollectionTimestamp>2018-12-23T03:44:40</CollectionTimestamp><TotalDistance>38550.875080772</TotalDistance><A2D>-1</A2D><GpsType>ShortNewFormat</GpsType></GPS></GPSData>"	NULL	0	44:40.0	816829
920103475	1088214034		GPS	NoMoveTimeout	24915	N/A	44:31.6	49.15599823	-123.0171585	"<GPSData ReportType=""NoMoveTimeout"" DeviceSerial=""1088214034"" MsgNum=""24915"" TripState=""N/A"" VIN="""" Latitude=""49.156"" Longitude=""-123.0172""><GPS><ATModeVibrationsState>NormalMode</ATModeVibrationsState><Course>356.1</Course><GPSMessageNumber /><Speed>0</Speed><CollectionTimestamp>2018-12-23T04:44:40</CollectionTimestamp><TotalDistance>38550.875080772</TotalDistance><A2D>-1</A2D><GpsType>ShortNewFormat</GpsType></GPS></GPSData>"	NULL	0	44:40.0	816829
920127756	1088214034		GPS	NoMoveTimeout	24917	N/A	44:41.6	49.15602493	-123.0171738	"<GPSData ReportType=""NoMoveTimeout"" DeviceSerial=""1088214034"" MsgNum=""24917"" TripState=""N/A"" VIN="""" Latitude=""49.15602"" Longitude=""-123.0172""><GPS><ATModeVibrationsState>NormalMode</ATModeVibrationsState><Course>356.1</Course><GPSMessageNumber /><Speed>0</Speed><CollectionTimestamp>2018-12-23T06:44:40</CollectionTimestamp><TotalDistance>38550.875080772</TotalDistance><A2D>-1</A2D><GpsType>ShortNewFormat</GpsType></GPS></GPSData>"	NULL	0	44:40.0	816829
920139770	1088214034		GPS	NoMoveTimeout	24918	N/A	44:41.2	49.15596771	-123.0171967	"<GPSData ReportType=""NoMoveTimeout"" DeviceSerial=""1088214034"" MsgNum=""24918"" TripState=""N/A"" VIN="""" Latitude=""49.15597"" Longitude=""-123.0172""><GPS><ATModeVibrationsState>NormalMode</ATModeVibrationsState><Course>356.1</Course><GPSMessageNumber /><Speed>0</Speed><CollectionTimestamp>2018-12-23T07:44:40</CollectionTimestamp><TotalDistance>38550.875080772</TotalDistance><A2D>-1</A2D><GpsType>ShortNewFormat</GpsType></GPS></GPSData>"	NULL	0	44:40.0	816829
920115519	1088214034		GPS	NoMoveTimeout	24916	N/A	44:32.3	49.15599442	-123.0171585	"<GPSData ReportType=""NoMoveTimeout"" DeviceSerial=""1088214034"" MsgNum=""24916"" TripState=""N/A"" VIN="""" Latitude=""49.15599"" Longitude=""-123.0172""><GPS><ATModeVibrationsState>NormalMode</ATModeVibrationsState><Course>356.1</Course><GPSMessageNumber /><Speed>0</Speed><CollectionTimestamp>2018-12-23T05:44:40</CollectionTimestamp><TotalDistance>38550.875080772</TotalDistance><A2D>-1</A2D><GpsType>ShortNewFormat</GpsType></GPS></GPSData>"	NULL	0	44:40.0	816829
920163587	1088214034		GPS	NoMoveTimeout	24920	N/A	44:41.2	49.15599442	-123.0171967	"<GPSData ReportType=""NoMoveTimeout"" DeviceSerial=""1088214034"" MsgNum=""24920"" TripState=""N/A"" VIN="""" Latitude=""49.15599"" Longitude=""-123.0172""><GPS><ATModeVibrationsState>NormalMode</ATModeVibrationsState><Course>178.3</Course><GPSMessageNumber /><Speed>0</Speed><CollectionTimestamp>2018-12-23T09:44:40</CollectionTimestamp><TotalDistance>38550.875080772</TotalDistance><A2D>-1</A2D><GpsType>ShortNewFormat</GpsType></GPS></GPSData>"	NULL	0	44:40.0	816829
920178551	1088214034		GPS	NoMoveTimeout	24921	N/A	44:41.4	49.15593338	-123.0171738	"<GPSData ReportType=""NoMoveTimeout"" DeviceSerial=""1088214034"" MsgNum=""24921"" TripState=""N/A"" VIN="""" Latitude=""49.15593"" Longitude=""-123.0172""><GPS><ATModeVibrationsState>NormalMode</ATModeVibrationsState><Course>178.3</Course><GPSMessageNumber /><Speed>0</Speed><CollectionTimestamp>2018-12-23T10:44:40</CollectionTimestamp><TotalDistance>38550.875080772</TotalDistance><A2D>-1</A2D><GpsType>ShortNewFormat</GpsType></GPS></GPSData>"	NULL	0	44:40.0	816829
920151201	1088214034		GPS	NoMoveTimeout	24919	N/A	44:41.3	49.15600967	-123.0171967	"<GPSData ReportType=""NoMoveTimeout"" DeviceSerial=""1088214034"" MsgNum=""24919"" TripState=""N/A"" VIN="""" Latitude=""49.15601"" Longitude=""-123.0172""><GPS><ATModeVibrationsState>NormalMode</ATModeVibrationsState><Course>339.6</Course><GPSMessageNumber /><Speed>0</Speed><CollectionTimestamp>2018-12-23T08:44:40</CollectionTimestamp><TotalDistance>38550.875080772</TotalDistance><A2D>-1</A2D><GpsType>ShortNewFormat</GpsType></GPS></GPSData>"	NULL	0	44:40.0	816829
920214170	1088214034		GPS	NoMoveTimeout	24923	N/A	44:40.8	49.15600586	-123.0171585	"<GPSData ReportType=""NoMoveTimeout"" DeviceSerial=""1088214034"" MsgNum=""24923"" TripState=""N/A"" VIN="""" Latitude=""49.15601"" Longitude=""-123.0172""><GPS><ATModeVibrationsState>NormalMode</ATModeVibrationsState><Course>10.1</Course><GPSMessageNumber /><Speed>0</Speed><CollectionTimestamp>2018-12-23T12:44:40</CollectionTimestamp><TotalDistance>38550.875080772</TotalDistance><A2D>-1</A2D><GpsType>ShortNewFormat</GpsType></GPS></GPSData>"	NULL	0	44:40.0	816829
920234348	1088214034		GPS	NoMoveTimeout	24924	N/A	44:40.9	49.15597534	-123.0171967	"<GPSData ReportType=""NoMoveTimeout"" DeviceSerial=""1088214034"" MsgNum=""24924"" TripState=""N/A"" VIN="""" Latitude=""49.15598"" Longitude=""-123.0172""><GPS><ATModeVibrationsState>NormalMode</ATModeVibrationsState><Course>10.1</Course><GPSMessageNumber /><Speed>0</Speed><CollectionTimestamp>2018-12-23T13:44:40</CollectionTimestamp><TotalDistance>38550.875080772</TotalDistance><A2D>-1</A2D><GpsType>ShortNewFormat</GpsType></GPS></GPSData>"	NULL	0	44:40.0	816829
920194839	1088214034		GPS	NoMoveTimeout	24922	N/A	44:41.1	49.15595245	-123.0171432	"<GPSData ReportType=""NoMoveTimeout"" DeviceSerial=""1088214034"" MsgNum=""24922"" TripState=""N/A"" VIN="""" Latitude=""49.15595"" Longitude=""-123.0171""><GPS><ATModeVibrationsState>NormalMode</ATModeVibrationsState><Course>178.3</Course><GPSMessageNumber /><Speed>0</Speed><CollectionTimestamp>2018-12-23T11:44:40</CollectionTimestamp><TotalDistance>38550.875080772</TotalDistance><A2D>-1</A2D><GpsType>ShortNewFormat</GpsType></GPS></GPSData>"	NULL	0	44:40.0	816829
920279442	1088214034		GPS	NoMoveTimeout	24926	N/A	44:40.8	49.15599823	-123.0171432	"<GPSData ReportType=""NoMoveTimeout"" DeviceSerial=""1088214034"" MsgNum=""24926"" TripState=""N/A"" VIN="""" Latitude=""49.156"" Longitude=""-123.0171""><GPS><ATModeVibrationsState>NormalMode</ATModeVibrationsState><Course>10.1</Course><GPSMessageNumber /><Speed>0</Speed><CollectionTimestamp>2018-12-23T15:44:40</CollectionTimestamp><TotalDistance>38550.875080772</TotalDistance><A2D>-1</A2D><GpsType>ShortNewFormat</GpsType></GPS></GPSData>"	NULL	0	44:40.0	816829
920303451	1088214034		GPS	NoMoveTimeout	24927	N/A	44:41.3	49.15593719	-123.0171356	"<GPSData ReportType=""NoMoveTimeout"" DeviceSerial=""1088214034"" MsgNum=""24927"" TripState=""N/A"" VIN="""" Latitude=""49.15594"" Longitude=""-123.0171""><GPS><ATModeVibrationsState>NormalMode</ATModeVibrationsState><Course>10.1</Course><GPSMessageNumber /><Speed>0</Speed><CollectionTimestamp>2018-12-23T16:44:40</CollectionTimestamp><TotalDistance>38550.875080772</TotalDistance><A2D>-1</A2D><GpsType>ShortNewFormat</GpsType></GPS></GPSData>"	NULL	0	44:40.0	816829
920256359	1088214034		GPS	NoMoveTimeout	24925	N/A	44:40.9	49.15602112	-123.0171967	"<GPSData ReportType=""NoMoveTimeout"" DeviceSerial=""1088214034"" MsgNum=""24925"" TripState=""N/A"" VIN="""" Latitude=""49.15602"" Longitude=""-123.0172""><GPS><ATModeVibrationsState>NormalMode</ATModeVibrationsState><Course>10.1</Course><GPSMessageNumber /><Speed>0</Speed><CollectionTimestamp>2018-12-23T14:44:40</CollectionTimestamp><TotalDistance>38550.875080772</TotalDistance><A2D>-1</A2D><GpsType>ShortNewFormat</GpsType></GPS></GPSData>"	NULL	0	44:40.0	816829
920349937	1088214034		GPS	NoMoveTimeout	24929	N/A	44:40.6	49.15597916	-123.0171585	"<GPSData ReportType=""NoMoveTimeout"" DeviceSerial=""1088214034"" MsgNum=""24929"" TripState=""N/A"" VIN="""" Latitude=""49.15598"" Longitude=""-123.0172""><GPS><ATModeVibrationsState>NormalMode</ATModeVibrationsState><Course>10.1</Course><GPSMessageNumber /><Speed>0</Speed><CollectionTimestamp>2018-12-23T18:44:40</CollectionTimestamp><TotalDistance>38550.875080772</TotalDistance><A2D>-1</A2D><GpsType>ShortNewFormat</GpsType></GPS></GPSData>"	NULL	0	44:40.0	816829
920373961	1088214034		GPS	NoMoveTimeout	24930	N/A	44:40.5	49.15595245	-123.017189	"<GPSData ReportType=""NoMoveTimeout"" DeviceSerial=""1088214034"" MsgNum=""24930"" TripState=""N/A"" VIN="""" Latitude=""49.15595"" Longitude=""-123.0172""><GPS><ATModeVibrationsState>NormalMode</ATModeVibrationsState><Course>10.1</Course><GPSMessageNumber /><Speed>0</Speed><CollectionTimestamp>2018-12-23T19:44:40</CollectionTimestamp><TotalDistance>38550.875080772</TotalDistance><A2D>-1</A2D><GpsType>ShortNewFormat</GpsType></GPS></GPSData>"	NULL	0	44:40.0	816829
920398591	1088214034		GPS	NoMoveTimeout	24931	N/A	44:40.5	49.15591812	-123.0171356	"<GPSData ReportType=""NoMoveTimeout"" DeviceSerial=""1088214034"" MsgNum=""24931"" TripState=""N/A"" VIN="""" Latitude=""49.15592"" Longitude=""-123.0171""><GPS><ATModeVibrationsState>NormalMode</ATModeVibrationsState><Course>10.1</Course><GPSMessageNumber /><Speed>0</Speed><CollectionTimestamp>2018-12-23T20:44:40</CollectionTimestamp><TotalDistance>38550.875080772</TotalDistance><A2D>-1</A2D><GpsType>ShortNewFormat</GpsType></GPS></GPSData>"	NULL	0	44:40.0	816829
