ID	DeviceSerial	Vin	MessageType	ReportType	MsgNum	TripState	ReceivedTimestamp	Latitude	Longitude	MessageXML	ProcessedTimestamp	IsProcessed	CollectionTimestamp	ManufacturerSerial
919774635	1088217019		GPS	NoMoveTimeout	60499	N/A	12:44.5	43.66942596	-79.66734314	"<GPSData ReportType=""NoMoveTimeout"" DeviceSerial=""1088217019"" MsgNum=""60499"" TripState=""N/A"" VIN="""" Latitude=""43.66943"" Longitude=""-79.66734""><GPS><ATModeVibrationsState>NormalMode</ATModeVibrationsState><Course>20.5</Course><GPSMessageNumber /><Speed>0</Speed><CollectionTimestamp>2018-12-22T15:12:52</CollectionTimestamp><TotalDistance>25166.566793869864</TotalDistance><A2D>-1</A2D><GpsType>ShortNewFormat</GpsType></GPS></GPSData>"	NULL	0	12:52.0	820583
919742815	1088217019		GPS	NoMoveTimeout	60498	N/A	12:45.2	43.66944122	-79.66732788	"<GPSData ReportType=""NoMoveTimeout"" DeviceSerial=""1088217019"" MsgNum=""60498"" TripState=""N/A"" VIN="""" Latitude=""43.66944"" Longitude=""-79.66733""><GPS><ATModeVibrationsState>NormalMode</ATModeVibrationsState><Course>20.5</Course><GPSMessageNumber /><Speed>0</Speed><CollectionTimestamp>2018-12-22T14:12:52</CollectionTimestamp><TotalDistance>25166.566793869864</TotalDistance><A2D>-1</A2D><GpsType>ShortNewFormat</GpsType></GPS></GPSData>"	NULL	0	12:52.0	820583
919711828	1088217019		GPS	NoMoveTimeout	60497	N/A	12:44.8	43.66940308	-79.66728973	"<GPSData ReportType=""NoMoveTimeout"" DeviceSerial=""1088217019"" MsgNum=""60497"" TripState=""N/A"" VIN="""" Latitude=""43.6694"" Longitude=""-79.66729""><GPS><ATModeVibrationsState>NormalMode</ATModeVibrationsState><Course>20.5</Course><GPSMessageNumber /><Speed>0</Speed><CollectionTimestamp>2018-12-22T13:12:52</CollectionTimestamp><TotalDistance>25166.566793869864</TotalDistance><A2D>-1</A2D><GpsType>ShortNewFormat</GpsType></GPS></GPSData>"	NULL	0	12:52.0	820583
919806802	1088217019		GPS	NoMoveTimeout	60500	N/A	12:44.8	43.66941833	-79.66725922	"<GPSData ReportType=""NoMoveTimeout"" DeviceSerial=""1088217019"" MsgNum=""60500"" TripState=""N/A"" VIN="""" Latitude=""43.66942"" Longitude=""-79.66726""><GPS><ATModeVibrationsState>NormalMode</ATModeVibrationsState><Course>20.5</Course><GPSMessageNumber /><Speed>0</Speed><CollectionTimestamp>2018-12-22T16:12:52</CollectionTimestamp><TotalDistance>25166.566793869864</TotalDistance><A2D>-1</A2D><GpsType>ShortNewFormat</GpsType></GPS></GPSData>"	NULL	0	12:52.0	820583
919840084	1088217019		GPS	NoMoveTimeout	60501	N/A	12:44.9	43.66941833	-79.66730499	"<GPSData ReportType=""NoMoveTimeout"" DeviceSerial=""1088217019"" MsgNum=""60501"" TripState=""N/A"" VIN="""" Latitude=""43.66942"" Longitude=""-79.6673""><GPS><ATModeVibrationsState>NormalMode</ATModeVibrationsState><Course>20.5</Course><GPSMessageNumber /><Speed>0</Speed><CollectionTimestamp>2018-12-22T17:12:52</CollectionTimestamp><TotalDistance>25166.566793869864</TotalDistance><A2D>-1</A2D><GpsType>ShortNewFormat</GpsType></GPS></GPSData>"	NULL	0	12:52.0	820583
919872991	1088217019		GPS	NoMoveTimeout	60502	N/A	12:44.4	43.66942596	-79.6673584	"<GPSData ReportType=""NoMoveTimeout"" DeviceSerial=""1088217019"" MsgNum=""60502"" TripState=""N/A"" VIN="""" Latitude=""43.66943"" Longitude=""-79.66736""><GPS><ATModeVibrationsState>NormalMode</ATModeVibrationsState><Course>20.5</Course><GPSMessageNumber /><Speed>0</Speed><CollectionTimestamp>2018-12-22T18:12:52</CollectionTimestamp><TotalDistance>25166.566793869864</TotalDistance><A2D>-1</A2D><GpsType>ShortNewFormat</GpsType></GPS></GPSData>"	NULL	0	12:52.0	820583
919933071	1088217019		GPS	NoMoveTimeout	60504	N/A	12:44.3	43.66942596	-79.66726685	"<GPSData ReportType=""NoMoveTimeout"" DeviceSerial=""1088217019"" MsgNum=""60504"" TripState=""N/A"" VIN="""" Latitude=""43.66943"" Longitude=""-79.66727""><GPS><ATModeVibrationsState>NormalMode</ATModeVibrationsState><Course>20.5</Course><GPSMessageNumber /><Speed>0</Speed><CollectionTimestamp>2018-12-22T20:12:52</CollectionTimestamp><TotalDistance>25166.566793869864</TotalDistance><A2D>-1</A2D><GpsType>ShortNewFormat</GpsType></GPS></GPSData>"	NULL	0	12:52.0	820583
919903139	1088217019		GPS	NoMoveTimeout	60503	N/A	12:44.3	43.66940689	-79.66729736	"<GPSData ReportType=""NoMoveTimeout"" DeviceSerial=""1088217019"" MsgNum=""60503"" TripState=""N/A"" VIN="""" Latitude=""43.66941"" Longitude=""-79.6673""><GPS><ATModeVibrationsState>NormalMode</ATModeVibrationsState><Course>20.5</Course><GPSMessageNumber /><Speed>0</Speed><CollectionTimestamp>2018-12-22T19:12:52</CollectionTimestamp><TotalDistance>25166.566793869864</TotalDistance><A2D>-1</A2D><GpsType>ShortNewFormat</GpsType></GPS></GPSData>"	NULL	0	12:52.0	820583
919984040	1088217019		GPS	NoMoveTimeout	60506	N/A	12:44.4	43.66943359	-79.66729736	"<GPSData ReportType=""NoMoveTimeout"" DeviceSerial=""1088217019"" MsgNum=""60506"" TripState=""N/A"" VIN="""" Latitude=""43.66943"" Longitude=""-79.6673""><GPS><ATModeVibrationsState>NormalMode</ATModeVibrationsState><Course>20.5</Course><GPSMessageNumber /><Speed>0</Speed><CollectionTimestamp>2018-12-22T22:12:52</CollectionTimestamp><TotalDistance>25166.566793869864</TotalDistance><A2D>-1</A2D><GpsType>ShortNewFormat</GpsType></GPS></GPSData>"	NULL	0	12:52.0	820583
920007354	1088217019		GPS	NoMoveTimeout	60507	N/A	12:44.6	43.66942596	-79.66728973	"<GPSData ReportType=""NoMoveTimeout"" DeviceSerial=""1088217019"" MsgNum=""60507"" TripState=""N/A"" VIN="""" Latitude=""43.66943"" Longitude=""-79.66729""><GPS><ATModeVibrationsState>NormalMode</ATModeVibrationsState><Course>20.5</Course><GPSMessageNumber /><Speed>0</Speed><CollectionTimestamp>2018-12-22T23:12:52</CollectionTimestamp><TotalDistance>25166.566793869864</TotalDistance><A2D>-1</A2D><GpsType>ShortNewFormat</GpsType></GPS></GPSData>"	NULL	0	12:52.0	820583
