ID	DeviceSerial	Vin	MessageType	ReportType	MsgNum	TripState	ReceivedTimestamp	Latitude	Longitude	MessageXML	ProcessedTimestamp	IsProcessed	CollectionTimestamp	ManufacturerSerial
919765985	1088214236		GPS	NoMoveTimeout	35791	N/A	55:56.1	43.66932678	-79.66739655	"<GPSData ReportType=""NoMoveTimeout"" DeviceSerial=""1088214236"" MsgNum=""35791"" TripState=""N/A"" VIN="""" Latitude=""43.66933"" Longitude=""-79.6674""><GPS><ATModeVibrationsState>NormalMode</ATModeVibrationsState><Course>69.4</Course><GPSMessageNumber /><Speed>0</Speed><CollectionTimestamp>2018-12-22T14:56:04</CollectionTimestamp><TotalDistance>18028.450945489571</TotalDistance><A2D>-1</A2D><GpsType>ShortNewFormat</GpsType></GPS></GPSData>"	NULL	0	56:04.0	816839
919733879	1088214236		GPS	NoMoveTimeout	35790	N/A	55:56.3	43.66938782	-79.66735077	"<GPSData ReportType=""NoMoveTimeout"" DeviceSerial=""1088214236"" MsgNum=""35790"" TripState=""N/A"" VIN="""" Latitude=""43.66939"" Longitude=""-79.66735""><GPS><ATModeVibrationsState>NormalMode</ATModeVibrationsState><Course>69.4</Course><GPSMessageNumber /><Speed>0</Speed><CollectionTimestamp>2018-12-22T13:56:04</CollectionTimestamp><TotalDistance>18028.450945489571</TotalDistance><A2D>-1</A2D><GpsType>ShortNewFormat</GpsType></GPS></GPSData>"	NULL	0	56:04.0	816839
919703274	1088214236		GPS	NoMoveTimeout	35789	N/A	55:56.3	43.6693306	-79.66742706	"<GPSData ReportType=""NoMoveTimeout"" DeviceSerial=""1088214236"" MsgNum=""35789"" TripState=""N/A"" VIN="""" Latitude=""43.66933"" Longitude=""-79.66743""><GPS><ATModeVibrationsState>NormalMode</ATModeVibrationsState><Course>69.4</Course><GPSMessageNumber /><Speed>0</Speed><CollectionTimestamp>2018-12-22T12:56:04</CollectionTimestamp><TotalDistance>18028.450945489571</TotalDistance><A2D>-1</A2D><GpsType>ShortNewFormat</GpsType></GPS></GPSData>"	NULL	0	56:04.0	816839
919797904	1088214236		GPS	NoMoveTimeout	35792	N/A	55:55.9	43.66934586	-79.66737366	"<GPSData ReportType=""NoMoveTimeout"" DeviceSerial=""1088214236"" MsgNum=""35792"" TripState=""N/A"" VIN="""" Latitude=""43.66935"" Longitude=""-79.66737""><GPS><ATModeVibrationsState>NormalMode</ATModeVibrationsState><Course>58.9</Course><GPSMessageNumber /><Speed>0</Speed><CollectionTimestamp>2018-12-22T15:56:04</CollectionTimestamp><TotalDistance>18028.450945489571</TotalDistance><A2D>-1</A2D><GpsType>ShortNewFormat</GpsType></GPS></GPSData>"	NULL	0	56:04.0	816839
919830520	1088214236		GPS	NoMoveTimeout	35793	N/A	55:56.1	43.66933823	-79.6673584	"<GPSData ReportType=""NoMoveTimeout"" DeviceSerial=""1088214236"" MsgNum=""35793"" TripState=""N/A"" VIN="""" Latitude=""43.66934"" Longitude=""-79.66736""><GPS><ATModeVibrationsState>NormalMode</ATModeVibrationsState><Course>58.9</Course><GPSMessageNumber /><Speed>0</Speed><CollectionTimestamp>2018-12-22T16:56:04</CollectionTimestamp><TotalDistance>18028.450945489571</TotalDistance><A2D>-1</A2D><GpsType>ShortNewFormat</GpsType></GPS></GPSData>"	NULL	0	56:04.0	816839
919863729	1088214236		GPS	NoMoveTimeout	35794	N/A	55:57.2	43.66936493	-79.66734314	"<GPSData ReportType=""NoMoveTimeout"" DeviceSerial=""1088214236"" MsgNum=""35794"" TripState=""N/A"" VIN="""" Latitude=""43.66936"" Longitude=""-79.66734""><GPS><ATModeVibrationsState>NormalMode</ATModeVibrationsState><Course>58.9</Course><GPSMessageNumber /><Speed>0</Speed><CollectionTimestamp>2018-12-22T17:56:04</CollectionTimestamp><TotalDistance>18028.450945489571</TotalDistance><A2D>-1</A2D><GpsType>ShortNewFormat</GpsType></GPS></GPSData>"	NULL	0	56:04.0	816839
919952953	1088214236		GPS	NoMoveTimeout	35797	N/A	55:55.7	43.66935349	-79.66738892	"<GPSData ReportType=""NoMoveTimeout"" DeviceSerial=""1088214236"" MsgNum=""35797"" TripState=""N/A"" VIN="""" Latitude=""43.66935"" Longitude=""-79.66739""><GPS><ATModeVibrationsState>NormalMode</ATModeVibrationsState><Course>58.9</Course><GPSMessageNumber /><Speed>0</Speed><CollectionTimestamp>2018-12-22T20:56:04</CollectionTimestamp><TotalDistance>18028.450945489571</TotalDistance><A2D>-1</A2D><GpsType>ShortNewFormat</GpsType></GPS></GPSData>"	NULL	0	56:04.0	816839
919895151	1088214236		GPS	NoMoveTimeout	35795	N/A	55:56.4	43.66933823	-79.66734314	"<GPSData ReportType=""NoMoveTimeout"" DeviceSerial=""1088214236"" MsgNum=""35795"" TripState=""N/A"" VIN="""" Latitude=""43.66934"" Longitude=""-79.66734""><GPS><ATModeVibrationsState>NormalMode</ATModeVibrationsState><Course>58.9</Course><GPSMessageNumber /><Speed>0</Speed><CollectionTimestamp>2018-12-22T18:56:04</CollectionTimestamp><TotalDistance>18028.450945489571</TotalDistance><A2D>-1</A2D><GpsType>ShortNewFormat</GpsType></GPS></GPSData>"	NULL	0	56:04.0	816839
919924857	1088214236		GPS	NoMoveTimeout	35796	N/A	55:55.7	43.66936493	-79.66732025	"<GPSData ReportType=""NoMoveTimeout"" DeviceSerial=""1088214236"" MsgNum=""35796"" TripState=""N/A"" VIN="""" Latitude=""43.66936"" Longitude=""-79.66732""><GPS><ATModeVibrationsState>NormalMode</ATModeVibrationsState><Course>58.9</Course><GPSMessageNumber /><Speed>0</Speed><CollectionTimestamp>2018-12-22T19:56:04</CollectionTimestamp><TotalDistance>18028.450945489571</TotalDistance><A2D>-1</A2D><GpsType>ShortNewFormat</GpsType></GPS></GPSData>"	NULL	0	56:04.0	816839
919976818	1088214236		GPS	NoMoveTimeout	35798	N/A	55:55.5	43.66938019	-79.66734314	"<GPSData ReportType=""NoMoveTimeout"" DeviceSerial=""1088214236"" MsgNum=""35798"" TripState=""N/A"" VIN="""" Latitude=""43.66938"" Longitude=""-79.66734""><GPS><ATModeVibrationsState>NormalMode</ATModeVibrationsState><Course>58.9</Course><GPSMessageNumber /><Speed>0</Speed><CollectionTimestamp>2018-12-22T21:56:04</CollectionTimestamp><TotalDistance>18028.450945489571</TotalDistance><A2D>-1</A2D><GpsType>ShortNewFormat</GpsType></GPS></GPSData>"	NULL	0	56:04.0	816839
